Zaman_saniye,Cikis_Voltaji_V,Bobin_Akimi_A
0.000187,4.208708006716495,4.270284193359278
0.0001875,4.229608966623386,4.265795947053219
0.00018800000000000002,4.250485254918411,4.261285478534545
0.0001885,4.271336763130399,4.256752814106206
0.000189,4.292163382931264,4.252197980186474
0.0001895,4.312965006136574,4.247621003308791
0.00019,4.333741524706113,4.243021910121612
0.0001905,4.3545397440554865,4.2575496475878305
0.000191,4.375408377749038,4.272055222572966
0.0001915,4.396347307462142,4.286538560229788
0.000192,4.417356414508595,4.300999585837133
0.00019250000000000002,4.438435579841273,4.315438224800287
0.000193,4.459584684052804,4.329854402651374
0.00019350000000000001,4.480803607376255,4.344248045049727
0.000194,4.502092229685791,4.358619077782286
0.0001945,4.523450430497357,4.3729674267639655
0.000195,4.5448780889693525,4.3872930180380445
0.0001955,4.566375083903322,4.401595777776538
0.000196,4.587941293744626,4.415875632280584
0.0001965,4.609576596583118,4.430132507980823
0.000197,4.631259385528688,4.431345059717995
0.0001975,4.652920493214121,4.426406894214908
0.00019800000000000002,4.674554598649275,4.421445699045932
0.0001985,4.696161589574756,4.416461502995387
0.000199,4.717741353887072,4.411454334966951
0.0001995,4.739293779639213,4.406424223983476
0.0002,4.760818755041224,4.401371199186826
0.0002005,4.782363081771852,4.415444210037282
0.000201,4.803975469671458,4.429494265901724
0.0002015,4.825655796704345,4.4435212944382325
0.000202,4.84740394048615,4.457525223434905
0.00020250000000000002,4.869219778284532,4.471505980810208
0.000203,4.891103187019873,4.485463494613354
0.0002035,4.913054043265956,4.499397693024683
0.000204,4.935072223250664,4.51330850435601
0.0002045,4.957157602856673,4.527195857050997
0.000205,4.979310057622143,4.541059679685545
0.0002055,5.001529462741424,4.554899900968129
0.000206,5.023815693065752,4.56871644974017
0.0002065,5.046168623103953,4.582509254976408
0.00020700000000000002,5.0685666423979745,4.583256974065499
0.0002075,5.09094058002578,4.577853216281938
0.00020800000000000001,5.113285111455554,4.57242567175557
0.0002085,5.135600120899376,4.566974371829952
0.000209,5.157885492738404,4.561499347971737
0.0002095,5.180141111523463,4.556000631770487
0.00021,5.20236686197564,4.550478254938493
0.0002105,5.224609542297953,4.564081169510178
0.000211,5.246917858868277,4.577660387430246
0.0002115,5.269291686201673,4.59121583893828
0.000212,5.291730898477822,4.6047474544075335
0.00021250000000000002,5.314235369541717,4.618255164345293
0.000213,5.336804972904388,4.6317388993932225
0.0002135,5.359439581743586,4.64519859032772
0.000214,5.382139068904501,4.658634168060278
0.0002145,5.404903306900479,4.672045563637836
0.000215,5.42773216791373,4.685432708243121
0.0002155,5.45062552379604,4.6987955331950095
0.000216,5.473583246069487,4.712133969948892
0.0002165,5.496605205927167,4.725447950096998
0.00021700000000000002,5.51966978960874,4.725716133648982
0.0002175,5.542707822903339,4.719832132503861
0.000218,5.565713978003782,4.7139236394194794
0.0002185,5.588688135860286,4.707990688370886
0.000219,5.6116301776056385,4.702033313459681
0.0002195,5.63453998455582,4.696051548913823
0.00022,5.657417438210614,4.690045429087435
0.0002205,5.680309333565285,4.703163908660187
0.000221,5.70326437380351,4.716258002225434
0.00022150000000000002,5.7262824302597535,4.729327642674815
0.000222,5.749363373946689,4.742372763037006
0.00022250000000000001,5.772507075555929,4.755393296478073
0.000223,5.79571340545873,4.768389176301821
0.0002235,5.818982233706734,4.781360335950108
0.000224,5.842313430032679,4.794306709003215
0.0002245,5.86570686385113,4.807228229180165
0.000225,5.889162404259204,4.820124830339064
0.0002255,5.912679920037309,4.832996446477452
0.00022600000000000002,5.936259279649862,4.845843011732622
0.0002265,5.95990035124603,4.858664460381959
0.00022700000000000002,5.9835815180352965,4.8584394551235155
0.0002275,6.007233602790382,4.852061610547913
0.000228,6.030851274701473,4.845658622107804
0.0002285,6.054434411729947,4.839230526476231
0.000229,6.077982892033562,4.832777360455962
0.0002295,6.10149659396709,4.826299160979281
0.00023,6.124975396082947,4.819795965107779
0.0002305,6.148466090442865,4.832416730231723
0.000231,6.172017377310886,4.8450124736581826
0.00023150000000000002,6.195629125115692,4.857583130995601
0.000232,6.219301201978077,4.870128637992548
0.0002325,6.243033475711677,4.882648930538057
0.000233,6.266825813823699,4.89514394466194
0.0002335,6.290678083515666,4.907613616535118
0.000234,6.314590151684154,4.920057882469955
0.0002345,6.33856188492152,4.932476678920553
0.000235,6.362593149516651,4.944869942483118
0.0002355,6.386683811455719,4.957237609896247
0.00023600000000000002,6.410833736422901,4.969579618041266
0.0002365,6.435042789801145,4.981895903942548
0.00023700000000000001,6.459289352047741,4.981165133048054
0.0002375,6.483504243197263,4.97428092270125
0.000238,6.507682129715807,4.96737097111053
0.0002385,6.531822886854727,4.960435317707573
0.000239,6.555926390075836,4.9534740020566534
0.0002395,6.579992515052062,4.946487063854424
0.00024,6.604021137668083,4.939474542929696
0.00024050000000000002,6.628059047332009,4.95158539944278
0.000241,6.652154941668395,4.963670653473615
0.00024150000000000002,6.676308686480582,4.975730243406297
0.000242,6.700520147278183,4.987764107767856
0.0002425,6.724789189277825,4.99977218522853
0.000243,6.749115677403879,5.011754414602112
0.0002435,6.773499476289241,5.023710734846245
0.000244,6.7979404502760445,5.035641085062718
0.0002445,6.822438463416443,5.047545404497799
0.000245,6.846993379473353,5.059423632542533
0.0002455,6.871605061921204,5.071275708733038
0.000246,6.8962733739466975,5.083101572750826
0.00024650000000000003,6.920998178449569,5.094901164423118
0.000247,6.9457578534181765,5.093653152003348
0.0002475,6.970483216432452,5.086251155643065
0.000248,6.995168931518143,5.078822876361366
0.0002485,7.019814871500575,5.071368356403211
0.000249,7.044420909429861,5.063887638148733
0.0002495,7.0689869185815635,5.056380764113008
0.00025,7.0935127724573315,5.048847776945796
0.0002505,7.118045258096624,5.0604376396309005
0.00025100000000000003,7.142633070769687,5.072001375074258
0.0002515,7.167276073939967,5.083538924488462
0.000252,7.191974130791554,5.095050229231514
0.0002525,7.216727104229948,5.106535230807108
0.000253,7.241534856882824,5.117993870864928
